state,year,Trump,Clinton,Other,Undecided,poll_slug,survey_house,start_date,end_date,question_text,sample_subpopulation,observations,margin_of_error,mode,partisanship,partisan_affiliation,Johnson,McMullin
pennsylvania,2016,43,48,NA,9,ppp-d-nelp--25313,PPP (D-NELP),2016-08-26,2016-08-27,"The candidates for President this fall are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?",Likely Voters,1194,2.8,IVR/Online,Sponsor,Dem,NA,NA
pennsylvania,2016,37,48,9,6,nbc-wsj-marist-25106,NBC/WSJ/Marist,2016-08-03,2016-08-07,"If November's presidential election were held today, whom would you support if the candidates are:",Registered Voters,834,3.4,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,42,52,1,5,quinnipiac-25103,Quinnipiac,2016-07-30,2016-08-07,"If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?",Likely Voters,815,3.4,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,37,47,8,8,susquehanna-r-abc27-news-25093,Susquehanna (R)/ABC27 News,2016-07-31,2016-08-04,"If the election for President were held today would you vote for Hillary Clinton, the Democratic candidate or Donald Trump, the Republican candidate?",Likely Voters,772,3.53,IVR/Live Phone,Pollster,Rep,NA,NA
pennsylvania,2016,38,49,6,8,franklin-and-marshall-college-25058,Franklin and Marshall College,2016-07-29,2016-08-01,"If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, would you vote for Donald Trump, Hillary Clinton, some other candidate, or aren't you sure how you would vote?",Likely Voters,389,6.3,Live Phone/Online,Nonpartisan,None,NA,NA
pennsylvania,2016,42,45,2,8,ppp-d--25034,PPP (D),2016-07-29,2016-07-31,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",Likely Voters,1505,2.5,IVR/Online,Pollster,Dem,4,NA
pennsylvania,2016,41,50,NA,9,suffolk-24983,Suffolk,2016-07-25,2016-07-27,"If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean towards?",Likely Voters,500,4.4,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,43,41,4,13,quinnipiac-24871,Quinnipiac,2016-06-30,2016-07-11,NA,Registered Voters,982,3.1,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,36,45,13,6,nbc-wsj-marist-24878,NBC/WSJ/Marist,2016-07-05,2016-07-10,"If November's presidential election were held today, whom would you support if the candidates are:",Registered Voters,829,3.4,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,47,48,5,NA,gravis-marketing-oann-24941,Gravis Marketing/OANN,2016-06-27,2016-06-28,"If the election for President were held today, for whom would you vote?",Registered Voters,1958,2.2,Automated Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,42,46,NA,11,ppp-d-americans-united-for-change-constitutional-responsibility-project--24789,PPP (D-Americans United for Change/Constitutional Responsibility Project),2016-06-22,2016-06-23,NA,Likely Voters,980,3.1,IVR/Online,Sponsor,Dem,NA,NA
pennsylvania,2016,39,49,8,5,gqr-d-democracy-corps-women-s-voices-women-vote--24848,GQR (D-Democracy Corps/Women's Voices Women Vote),2016-06-11,2016-06-20,NA,Likely Voters,300,5.66,Live Phone,Sponsor,Dem,NA,NA
pennsylvania,2016,41,42,3,14,quinnipiac-24722,Quinnipiac,2016-06-08,2016-06-19,NA,Registered Voters,950,3.2,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,40,41,3,11,ppp-d--24641,PPP (D),2016-06-03,2016-06-05,NA,Likely Voters,1106,3,IVR/Online,Pollster,Dem,6,NA
pennsylvania,2016,42,43,2,12,quinnipiac-24465,Quinnipiac,2016-04-27,2016-05-08,NA,Registered Voters,1077,3,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,39,54,NA,7,nbc-wsj-marist-24335,NBC/WSJ/Marist,2016-04-18,2016-04-20,NA,Registered Voters,2606,1.9,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,44,44,2,9,fox-news-24240,Fox News,2016-04-04,2016-04-07,NA,Likely Voters,1607,2.5,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,42,45,3,10,quinnipiac-24216,Quinnipiac,2016-03-30,2016-04-04,NA,Likely Voters,1737,2.4,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,33,46,11,10,franklin-and-marshall-college-24143,Franklin and Marshall College,2016-03-14,2016-03-20,NA,Registered Voters,828,3.3,Live Phone/Online,Nonpartisan,None,NA,NA
pennsylvania,2016,35,43,4,19,mercyhurst-university-24092,Mercyhurst University,2016-03-01,2016-03-11,NA,Registered Voters,421,4.8,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,40,45,NA,15,harper-r--24028,Harper (R),2016-03-01,2016-03-02,NA,Likely Voters,662,3.75,Automated Phone,Pollster,Rep,NA,NA
pennsylvania,2016,45,43,NA,13,ppp-d--22927,PPP (D),2015-10-08,2015-10-11,NA,Likely Voters,1012,NA,IVR/Online,Pollster,Dem,NA,NA
pennsylvania,2016,42,44,3,10,quinnipiac-22862,Quinnipiac,2015-09-25,2015-10-05,NA,Registered Voters,1049,3,Live Phone,Nonpartisan,None,NA,NA
pennsylvania,2016,40,45,4,12,quinnipiac-22584,Quinnipiac,2015-08-07,2015-08-18,NA,Registered Voters,1085,3,Live Phone,Nonpartisan,None,NA,NA
rhode-island,2016,36,48,12,3,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,415,NA,Internet,Nonpartisan,None,NA,NA
rhode-island,2016,37,59,5,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,310,NA,Internet,Nonpartisan,None,NA,NA
rhode-island,2016,36,49,14,1,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,419,NA,Internet,Nonpartisan,None,NA,NA
rhode-island,2016,40,57,3,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,308,NA,Internet,Nonpartisan,None,NA,NA
rhode-island,2016,37,49,12,3,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,488,NA,Internet,Nonpartisan,None,NA,NA
rhode-island,2016,39,58,3,NA,upi-cvoter-26327,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,NA,NA,Internet,Nonpartisan,None,NA,NA
rhode-island,2016,40,57,3,NA,upi-cvoter-25936,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,457,NA,Internet,Nonpartisan,None,NA,NA
rhode-island,2016,40,50,NA,11,washpost-surveymonkey-25388,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,625,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,47,43,8,3,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,1698,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,53,42,5,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,338,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,49,44,NA,7,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,617,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,45,43,8,3,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,1762,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,54,42,4,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,325,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,45,43,9,3,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,1900,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,53,42,5,NA,upi-cvoter-26328,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,323,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,49,46,NA,5,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,751,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,55,41,5,NA,upi-cvoter-25937,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,574,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,42,38,9,11,winthrop-university-25802,Winthrop University,2016-09-18,2016-09-26,NA,Likely Voters,475,4.5,Live Phone,Nonpartisan,None,NA,NA
south-carolina,2016,50,43,NA,7,ipsos-reuters-25700,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,716,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,48,35,7,11,starboard-communications-r--scgop--25476,Starboard Communications (R- SCGOP),2016-09-07,2016-09-09,"If the election for U.S. President was held today, and you had to make a choice, for whom would you vote if the candidates were Donald Trump, the Republican; Hillary Clinton, the Democrat; or Gary Johnson the Libertarian?",Likely Voters,600,4.8,Live Phone,Pollster,Rep,NA,NA
south-carolina,2016,49,42,NA,8,washpost-surveymonkey-25389,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,894,NA,Internet,Nonpartisan,None,NA,NA
south-carolina,2016,39,39,6,16,feldman-d-south-carolina-democratic-party--25249,Feldman (D-South Carolina Democratic Party),2016-08-18,2016-08-21,"In the general election for President, the candidates are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election were held today, for whom would you vote?",Likely Voters,600,4,Live Phone,Sponsor,Dem,NA,NA
south-carolina,2016,46,42,NA,12,gravis-marketing-25222,Gravis Marketing,2016-08-15,2016-08-17,"If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?",Registered Voters,768,3.5,IVR/Online,Nonpartisan,None,NA,NA
south-carolina,2016,41,39,7,13,ppp-d--25127,PPP (D),2016-08-09,2016-08-10,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",Likely Voters,1290,2.7,IVR/Online,Pollster,Dem,NA,NA
south-carolina,2016,44,41,NA,15,morning-consult-campaign-for-sustainable-rx-pricing--23186,Morning Consult/Campaign for Sustainable Rx Pricing,2015-11-10,2015-11-16,NA,Registered Voters,627,4,Live Phone/Online,Nonpartisan,None,NA,NA
south-carolina,2016,47,42,NA,11,ppp-d--23160,PPP (D),2015-11-07,2015-11-08,NA,Likely Voters,1290,2.7,IVR/Online,Pollster,Dem,NA,NA
south-dakota,2016,53,32,11,4,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,459,NA,Internet,Nonpartisan,None,NA,NA
south-dakota,2016,55,40,5,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,312,NA,Internet,Nonpartisan,None,NA,NA
south-dakota,2016,53,27,16,4,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,298,NA,Internet,Nonpartisan,None,NA,NA
south-dakota,2016,56,40,4,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,311,NA,Internet,Nonpartisan,None,NA,NA
south-dakota,2016,52,32,11,5,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,377,NA,Internet,Nonpartisan,None,NA,NA
south-dakota,2016,44,37,7,12,mason-dixon-26434,Mason-Dixon,2016-10-18,2016-10-20,NA,Likely Voters,400,5,Live Phone,Nonpartisan,None,NA,NA
south-dakota,2016,54,42,4,NA,upi-cvoter-26329,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,311,NA,Internet,Nonpartisan,None,NA,NA
south-dakota,2016,56,40,4,NA,upi-cvoter-25938,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,463,NA,Internet,Nonpartisan,None,NA,NA
south-dakota,2016,51,37,NA,11,washpost-surveymonkey-25390,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,809,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,49,41,8,2,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,1433,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,55,39,6,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,339,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,50,36,NA,14,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,823,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,51,38,8,2,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,550,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,57,38,5,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,339,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,49,38,9,4,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,572,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,44,34,14,8,icitizen-26285,ICITIZEN,2016-10-14,2016-10-17,"If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?",Registered Voters,508,4.4,Internet,Nonpartisan,None,NA,NA
tennessee,2016,56,39,5,NA,upi-cvoter-26330,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,328,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,47,35,NA,18,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,799,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,48,36,7,10,mtsu-25977,MTSU,2016-09-28,2016-10-02,NA,Likely Voters,472,4,Live Phone,Nonpartisan,None,NA,NA
tennessee,2016,44,33,9,14,vanderbit-psra-25987,Vanderbit/PSRA,2016-09-19,2016-10-02,NA,Registered Voters,1000,3.7,Live Phone,Nonpartisan,None,NA,NA
tennessee,2016,57,38,5,NA,upi-cvoter-25939,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,555,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,47,33,NA,20,ipsos-reuters-25698,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,651,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,55,37,NA,8,washpost-surveymonkey-25391,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,1021,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,49,33,NA,18,icitizen-25047,ICITIZEN,2016-07-25,2016-07-27,"If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?",Registered Voters,531,NA,Internet,Nonpartisan,None,NA,NA
tennessee,2016,44,35,2,18,vanderbit-psra-24520,Vanderbit/PSRA,2016-04-25,2016-05-11,NA,Registered Voters,1001,4.2,Live Phone,Nonpartisan,None,NA,NA
texas,2016,46,43,2,3,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,3009,NA,Internet,Nonpartisan,None,6,NA
texas,2016,54,40,6,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,472,NA,Internet,Nonpartisan,None,NA,NA
texas,2016,49,39,NA,12,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,1213,NA,Internet,Nonpartisan,None,NA,NA
texas,2016,49,41,8,2,nbc-wsj-marist-26684,NBC/WSJ/Marist,2016-10-30,2016-11-01,"If November's presidential election were held today, whom would you support if the candidates are:",Likely Voters,679,3.8,Live Phone,Nonpartisan,None,NA,NA
texas,2016,47,41,5,NA,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,2051,NA,Internet,Nonpartisan,None,8,NA
texas,2016,52,39,2,4,dixie-strategies-r-ktvt-cbs-11-26652,Dixie Strategies (R)/KTVT-CBS 11,2016-10-27,2016-10-29,"If the Presidential election were held today, for whom would you vote?",Likely Voters,980,3.13,IVR/Live Phone,Pollster,Rep,3,NA
texas,2016,55,41,5,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,429,NA,Internet,Nonpartisan,None,NA,NA
texas,2016,45,38,NA,10,pulse-crosswind-26524,Pulse/Crosswind,2016-10-22,2016-10-24,NA,Likely Voters,800,3.5,IVR/Online,Nonpartisan,None,7,NA
texas,2016,47,40,6,NA,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,2148,NA,Internet,Nonpartisan,None,8,NA
texas,2016,45,42,7,NA,yougov-university-of-texas-texas-tribune-26496,YouGov/University of Texas/Texas Tribune,2016-10-14,2016-10-23,"If the 2016 general election for U.S. president were held today, would you vote for the Republican ticket of Donald Trump and Mike Pence, the Democratic ticket of Hillary Clinton and Tim Kaine, the Libertarian ticket of Gary Johnson and William Weld, the Green Party ticket of Jill Stein and Ajamu Baraka, someone else, or haven’t you thought enough about it to have an opinion?",Likely Voters,959,3.16,Internet,Nonpartisan,None,7,NA
texas,2016,46,43,3,3,cbs-yougov-26381,CBS/YouGov,2016-10-20,2016-10-21,NA,Likely Voters,1031,4.4,Internet,Nonpartisan,None,5,NA
texas,2016,53,41,5,NA,upi-cvoter-26331,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,460,NA,Internet,Nonpartisan,None,NA,NA
texas,2016,48,46,NA,5,washpost-surveymonkey-26250,WashPost/SurveyMonkey,2016-10-08,2016-10-16,NA,Likely Voters,1332,NA,Internet,Nonpartisan,None,NA,NA
texas,2016,41,38,4,13,university-of-houston-26255,University of Houston,2016-10-07,2016-10-15,NA,Likely Voters,1000,3,Live Phone,Nonpartisan,None,4,NA
texas,2016,57,32,NA,11,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,831,NA,Internet,Nonpartisan,None,NA,NA
texas,2016,47,43,1,5,surveyusa-tegna-26172,SurveyUSA/TEGNA,2016-10-10,2016-10-12,NA,Likely Voters,638,4,IVR/Online,Sponsor,Other,3,NA
texas,2016,56,39,5,NA,upi-cvoter-25940,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,817,NA,Internet,Nonpartisan,None,NA,NA
texas,2016,45,38,3,10,dixie-strategies-r-ktvt-cbs-11-26653,Dixie Strategies (R)/KTVT-CBS 11,2016-09-29,2016-10-01,"If the Presidential election were held today, for whom would you vote?",Likely Voters,780,3.51,IVR/Live Phone,Pollster,Rep,4,NA
texas,2016,48,33,NA,19,ipsos-reuters-25695,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,875,NA,Internet,Nonpartisan,None,NA,NA
texas,2016,42,36,NA,21,texas-lyceum-25501,Texas Lyceum,2016-09-01,2016-09-11,"If the 2016 election for president were held today, would you vote for the Republican ticket of Donald Trump and Mike Pence, the Democratic ticket of Hillary Clinton and Tim Kaine, or haven’t you thought enough about it?",Likely Voters,502,4.37,Live Phone,Nonpartisan,None,NA,NA
texas,2016,45,46,NA,9,washington-post-surveymonkey-25352,Washington Post/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,5147,NA,Internet,Nonpartisan,None,NA,NA
texas,2016,44,38,2,10,ppp-d--25184,PPP (D),2016-08-12,2016-08-14,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",Likely Voters,944,3.2,IVR/Online,Pollster,Dem,6,NA
texas,2016,46,36,9,9,dixie-strategies-r-ktvt-cbs-11-25185,Dixie Strategies (R)/KTVT-CBS 11,2016-08-08,2016-08-09,"If the Presidential election were held today, for whom would you vote?",Likely Voters,1018,3.1,IVR/Live Phone,Pollster,Rep,NA,NA
texas,2016,41,33,19,8,yougov-university-of-texas-texas-tribune-24775,YouGov/University of Texas/Texas Tribune,2016-06-10,2016-06-19,NA,Registered Voters,1200,2.83,Internet,Nonpartisan,None,NA,NA
texas,2016,39,37,NA,25,texas-lyceum-22837,Texas Lyceum,2015-09-08,2015-09-21,NA,Likely Voters,633,3.9,Live Phone,Nonpartisan,None,NA,NA
utah,2016,34,31,2,2,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,1479,NA,Internet,Nonpartisan,None,7,25
utah,2016,43,28,29,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,320,NA,Internet,Nonpartisan,None,NA,NA
utah,2016,40,33,NA,27,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,532,NA,Internet,Nonpartisan,None,NA,NA
utah,2016,40,23,3,4,cbs-yougov-26803,CBS/YouGov,2016-11-03,2016-11-05,NA,Likely Voters,762,4.9,Internet,Nonpartisan,None,7,24
utah,2016,33,24,4,7,y2-analytics-r--26718,Y2 Analytics (R),2016-11-01,2016-11-03,"If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?",Likely Voters,500,4.38,Live Phone,Pollster,Rep,5,28
utah,2016,37,31,2,2,monmouth-university-26671,Monmouth University,2016-10-30,2016-11-02,"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?",Likely Voters,402,4.9,Live Phone,Nonpartisan,None,4,24
utah,2016,42,31,2,2,rasmussen-heat-street-26681,Rasmussen/Heat Street,2016-10-29,2016-10-31,NA,Likely Voters,750,4,IVR/Online,Nonpartisan,None,3,21
utah,2016,33,30,2,2,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,1078,NA,Internet,Nonpartisan,None,7,26
utah,2016,66,29,6,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,315,NA,Internet,Nonpartisan,None,NA,NA
utah,2016,32,24,1,8,dan-jones-salt-lake-tribune-hinckley-institute-26554,Dan Jones/Salt Lake Tribune/Hinckley Institute,2016-10-20,2016-10-27,"If the November general election for  president of the United States were today, whom would you vote for?",Likely Voters,823,3.42,Live Phone/Online,Nonpartisan,None,4,30
utah,2016,32,28,2,4,rasmussen-heat-street-26446,Rasmussen/Heat Street,2016-10-23,2016-10-24,NA,Likely Voters,750,4,IVR/Online,Nonpartisan,None,4,29
utah,2016,33,28,1,1,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,969,NA,Internet,Nonpartisan,None,7,29
utah,2016,30,28,3,4,rasmussen-heat-street-26207,Rasmussen/Heat Street,2016-10-14,2016-10-16,NA,Likely Voters,750,4,IVR/Online,Nonpartisan,None,5,29
utah,2016,65,29,5,NA,upi-cvoter-26332,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,318,NA,Internet,Nonpartisan,None,NA,NA
utah,2016,37,20,5,11,cbs-yougov-26187,CBS/YouGov,2016-10-12,2016-10-14,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)",Likely Voters,951,5.7,Internet,Nonpartisan,None,7,20
utah,2016,41,35,NA,24,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,543,NA,Internet,Nonpartisan,None,NA,NA
utah,2016,34,28,2,6,monmouth-university-26160,Monmouth University,2016-10-10,2016-10-12,"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?",Likely Voters,403,4.9,Live Phone,Nonpartisan,None,9,20
utah,2016,26,26,4,7,y2-analytics-r--26142,Y2 Analytics (R),2016-10-10,2016-10-11,"If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?",Likely Voters,500,4.38,Live Phone,Pollster,Rep,14,22
utah,2016,67,28,5,NA,upi-cvoter-25941,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,495,NA,Internet,Nonpartisan,None,NA,NA
utah,2016,48,31,NA,21,ipsos-reuters-25694,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,425,NA,Internet,Nonpartisan,None,NA,NA
utah,2016,46,35,NA,19,washpost-surveymonkey-25392,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,722,NA,Internet,Nonpartisan,None,NA,NA
utah,2016,39,24,3,14,ppp-d--25239,PPP (D),2016-08-19,2016-08-21,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Constitution Party candidate Darrell Castle, Libertarian Gary Johnson, Green Party candidate Jill Stein, and independent Evan McMullin. If the election was today, who would you vote for?",Likely Voters,1018,3.1,IVR/Online,Pollster,Dem,12,9
utah,2016,37,25,15,7,dan-jones-associates-utahpolicy-com-25086,Dan Jones & Associates/UtahPolicy.com,2016-07-18,2016-08-04,"If the 2016 general election for president were held today and the candidates were the following, for whom would you likely vote?",Likely Voters,858,3.34,Live Phone/Online,Nonpartisan,None,16,NA
utah,2016,36,27,20,8,dan-jones-associates-utahpolicy-com-24725,Dan Jones & Associates/UtahPolicy.com,2016-06-08,2016-06-17,NA,Registered Voters,614,3.95,Live Phone/Online,Nonpartisan,None,10,NA
utah,2016,35,35,NA,17,surveyusa-salt-lake-tribune-hinckley-institute-24658,SurveyUSA/Salt Lake Tribune/Hinckley Institute,2016-06-02,2016-06-08,NA,Likely Voters,1238,2.8,IVR/Online,Nonpartisan,None,13,NA
utah,2016,36,29,35,NA,gravis-marketing-24624,Gravis Marketing,2016-05-31,2016-06-01,NA,Registered Voters,1519,2.5,Automated Phone,Nonpartisan,None,NA,NA
utah,2016,43,30,NA,26,dan-jones-associates-utahpolicy-com-24491,Dan Jones & Associates/UtahPolicy.com,2016-05-02,2016-05-10,NA,Registered Voters,588,4.04,Live Phone/Online,Nonpartisan,None,NA,NA
utah,2016,38,38,NA,25,dan-jones-associates-utahpolicy-com-24297,Dan Jones & Associates/UtahPolicy.com,2016-03-23,2016-04-05,NA,Registered Voters,600,4,Live Phone/Online,Nonpartisan,None,NA,NA
utah,2016,36,38,NA,24,dan-jones-associates-deseret-news-ksl-24602,Dan Jones & Associates/Deseret News/KSL,2016-03-08,2016-03-15,NA,Likely Voters,500,4.38,Live Phone/Online,Nonpartisan,None,NA,NA
utah,2016,33,28,33,6,dan-jones-associates-utahpolicy-com-23503,Dan Jones & Associates/UtahPolicy.com,2015-12-08,2015-12-14,NA,Adults,622,3.9,Live Phone/Online,Nonpartisan,None,NA,NA
utah,2016,38,29,29,3,dan-jones-associates-utahpolicy-com-22646,Dan Jones & Associates/UtahPolicy.com,2015-08-07,2015-08-14,NA,Adults,500,5,Live Phone/Online,Nonpartisan,None,NA,NA
vermont,2016,25,61,12,2,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,454,NA,Internet,Nonpartisan,None,NA,NA
vermont,2016,33,62,NA,5,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,305,NA,Internet,Nonpartisan,None,NA,NA
